id,source_dataset,query,gold_answer,chatbot generated answer,qldt generated answer,eval,eval_reason
5__Quy_dinh_QLSV_nuoc_ngoai_2023_simple_006,svnn_rag_dataset,Lưu học sinh tại Đại học Bách khoa Hà Nội có được xét cấp học bổng không?,"Có, lưu học sinh được xét/đăng ký xét cấp các loại học bổng dành cho sinh viên Đại học Bách khoa Hà Nội.","Theo Quy chế đào tạo, lưu học sinh tại Đại học Bách khoa Hà Nội có quyền được xét hoặc đăng ký xét cấp các loại học bổng dành cho sinh viên của Đại học.",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_simple_007,svnn_rag_dataset,Lưu học sinh tại Đại học Bách khoa Hà Nội được hỗ trợ các thủ tục gì liên quan đến thị thực nhập cảnh?,"Được hỗ trợ làm các thủ tục cấp, gia hạn, thay đổi thị thực nhập cảnh phù hợp với kế hoạch học tập tại Đại học Bách khoa Hà Nội.","Theo quy định, lưu học sinh (LHS) tại Đại học Bách khoa Hà Nội được hỗ trợ các thủ tục liên quan đến thị thực nhập cảnh như sau:

*   **Hỗ trợ thủ tục:** LHS được hỗ trợ làm các thủ tục cấp, gia hạn hoặc thay đổi thị thực nhập cảnh sao cho phù hợp với kế hoạch học tập tại Đại học.
*   **Quy trình thực hiện:** 
    *   LHS cần chuẩn bị hồ sơ theo mẫu quy định.
    *   Gửi hồ sơ đến Phòng/Ban chức năng Công tác sinh viên (đối với LHS Hiệp định và LHS ngoài Hiệp định) hoặc Phòng/Ban chức năng Hợp tác đối ngoại (đối với LHS trao đổi).
*   **Lưu ý:** 
    *   Các đề nghị về gia hạn hoặc thay đổi thị thực được giải quyết theo quy định hiện hành của cơ quan quản lý xuất, nhập cảnh Việt Nam và của Đại học.
    *   LHS phải trả lệ phí cấp, gia hạn hoặc thay đổi thị thực theo quy định hiện hành của Nhà nước Việt Nam.
    *   LHS phải đảm bảo có thị thực nhập cảnh đúng với mục đích học tập, thực tập, nghiên cứu hoặc trao đổi tại Đại học.",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_simple_008,svnn_rag_dataset,Tập thể lưu học sinh cùng một nước tại Đại học Bách khoa Hà Nội có thể chọn ai để làm đầu mối liên hệ với Đại học?,Tập thể lưu học sinh cùng một nước được cử đại diện làm đầu mối liên hệ với Đại học để giải quyết những việc có liên quan đến tập thể lưu học sinh nước mình.,"Theo quy định về quyền lợi của lưu học sinh tại Đại học Bách khoa Hà Nội, tập thể lưu học sinh cùng một nước được cử đại diện làm đầu mối liên hệ với Đại học để giải quyết những việc có liên quan đến tập thể lưu học sinh nước mình.",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_simple_009,svnn_rag_dataset,Lưu học sinh tại Đại học Bách khoa Hà Nội có bắt buộc phải có bảo hiểm y tế không và cần đăng ký khám chữa bệnh ở đâu?,"Có, lưu học sinh bắt buộc phải có bảo hiểm y tế và đăng ký khám, chữa bệnh tại một trong các bệnh viện tại Hà Nội hoặc Trung tâm Y tế của Đại học Bách khoa Hà Nội trong toàn bộ quá trình học tập.","Chào bạn, về vấn đề bảo hiểm y tế (BHYT) đối với lưu học sinh tại Đại học Bách khoa Hà Nội, thông tin cụ thể như sau:

1. **Quy định về BHYT:** Lưu học sinh **bắt buộc** phải có bảo hiểm y tế trong toàn bộ quá trình học tập tại Đại học Bách khoa Hà Nội. Đây là một trong những trách nhiệm bắt buộc đối với lưu học sinh theo quy định của Nhà trường.

2. **Nơi đăng ký khám chữa bệnh:** Lưu học sinh có thể đăng ký khám, chữa bệnh tại:
   - Trung tâm Y tế của Đại học Bách khoa Hà Nội (địa chỉ: số 5 phố Tạ Quang Bửu).
   - Hoặc một trong các bệnh viện tại Hà Nội.

Khi đi khám chữa bệnh, bạn cần mang theo thẻ bảo hiểm y tế và các giấy tờ tùy thân cần thiết (như hộ chiếu hoặc thẻ sinh viên).

Nếu cần xác nhận thông tin chi tiết hoặc hỗ trợ về thủ tục, bạn vui lòng liên hệ trực tiếp với Phòng Đào tạo hoặc đơn vị quản lý lưu học sinh của Nhà trường để được hướng dẫn cụ thể.",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_simple_010,svnn_rag_dataset,Lưu học sinh tại Đại học Bách khoa Hà Nội có trách nhiệm gì về việc đóng học phí?,"Phải đóng học phí đầy đủ, đúng hạn theo quy định hiện hành của Đại học Bách khoa Hà Nội đối với lưu học sinh.","Theo quy định tại Điều 4 về trách nhiệm của lưu học sinh, lưu học sinh tại Đại học Bách khoa Hà Nội có trách nhiệm đóng học phí đầy đủ và đúng hạn theo quy định hiện hành của Đại học.",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_simple_011,svnn_rag_dataset,Lưu học sinh Hiệp định và ngoài Hiệp định tại Bách khoa Hà Nội đăng ký thông tin cư trú với đơn vị nào?,Đăng ký với Phòng/Ban chức năng Công tác sinh viên.,"Theo quy định về quản lý và hỗ trợ sinh viên nước ngoài tại Đại học Bách khoa Hà Nội, Lưu học sinh (LHS) Hiệp định và ngoài Hiệp định phải đăng ký thông tin cư trú, kế hoạch học tập, trao đổi và thông báo khi có sự thay đổi liên quan tới vấn đề cư trú với **Phòng/Ban chức năng Công tác sinh viên**.

Bạn có thể xem chi tiết văn bản quy định [tại đây](https://drive.google.com/file/d/1kbAR6K4iKNMyOp0LKF9d7sOEI8FqF3im/view?usp=sharing).",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_simple_012,svnn_rag_dataset,Lưu học sinh trao đổi tại Bách khoa Hà Nội đăng ký thông tin cư trú với đơn vị nào?,Đăng ký với Phòng/Ban chức năng Hợp tác đối ngoại.,"Theo quy định tại Điều 5 về Đăng ký cư trú, lưu học sinh trao đổi tại Đại học Bách khoa Hà Nội phải đăng ký thông tin cư trú, kế hoạch học tập, trao đổi và thông báo khi có sự thay đổi với Phòng/Ban chức năng Hợp tác đối ngoại.",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_simple_013,svnn_rag_dataset,"Lưu học sinh cần cấp, gia hạn hoặc thay đổi thị thực nhập cảnh gửi hồ sơ đến đơn vị nào tại Bách khoa?",LHS Hiệp định và LHS ngoài Hiệp định gửi đến Phòng/Ban chức năng Công tác sinh viên. LHS trao đổi gửi đến Phòng/Ban chức năng Hợp tác đối ngoại.,"Lưu học sinh (LHS) có nhu cầu cấp, gia hạn hoặc thay đổi thị thực nhập cảnh cần chuẩn bị hồ sơ theo mẫu quy định và gửi đến các đơn vị sau:

*   **Đối với LHS Hiệp định và LHS ngoài Hiệp định:** Gửi hồ sơ đến Phòng/Ban chức năng Công tác sinh viên.
*   **Đối với LHS trao đổi:** Gửi hồ sơ đến Phòng/Ban chức năng Hợp tác đối ngoại.",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_simple_014,svnn_rag_dataset,"Lưu học sinh có phải tự trả lệ phí cấp, gia hạn thị thực nhập cảnh không?","Có, lưu học sinh phải trả lệ phí cấp, gia hạn/thay đổi thị thực theo quy định hiện hành của Nhà nước Việt Nam.","Có, lưu học sinh phải tự trả lệ phí cấp, gia hạn hoặc thay đổi thị thực nhập cảnh theo quy định hiện hành của Nhà nước Việt Nam.",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_simple_015,svnn_rag_dataset,Lưu học sinh Hiệp định tại Bách khoa muốn kéo dài thời gian đào tạo cần có điều kiện gì?,Phải có ý kiến đồng ý bằng văn bản của phía gửi đào tạo và được Đại học Bách khoa Hà Nội chấp thuận bằng văn bản.,"Theo quy định về quản lý và hỗ trợ sinh viên nước ngoài, Lưu học sinh (LHS) Hiệp định tại Đại học Bách khoa Hà Nội khi muốn kéo dài thời gian đào tạo cần đáp ứng các điều kiện sau:

*   Phải có ý kiến đồng ý bằng văn bản của phía gửi đào tạo.
*   Được Đại học Bách khoa Hà Nội chấp thuận bằng văn bản.

Bạn có thể xem chi tiết các quy định liên quan tại [đây](https://drive.google.com/file/d/1kbAR6K4iKNMyOp0LKF9d7sOEI8FqF3im/view?usp=sharing).",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_simple_016,svnn_rag_dataset,Lưu học sinh Hiệp định tại Bách khoa muốn chuyển ngành học cần những điều kiện gì?,"Phải được phía gửi đào tạo đồng ý bằng văn bản, Đại học Bách khoa Hà Nội chấp thuận và ban hành quyết định cho phép chuyển ngành. Nếu chuyển cơ sở giáo dục thì còn cần thêm văn bản đồng ý của cơ sở tiếp nhận.","Chào bạn, đối với Lưu học sinh (LHS) Hiệp định tại Đại học Bách khoa Hà Nội, việc chuyển ngành học cần đáp ứng các điều kiện sau:

1. **Được phía gửi đào tạo đồng ý:** Phải có văn bản đồng ý từ phía gửi đào tạo.
2. **Được Đại học Bách khoa Hà Nội chấp thuận:** Nhà trường xem xét và ban hành quyết định cho phép chuyển ngành học.

Để được hướng dẫn chi tiết về quy trình và thủ tục thực hiện, bạn nên liên hệ trực tiếp với **Ban Công tác Sinh viên** (đơn vị hỗ trợ sinh viên nước ngoài về các thủ tục hành chính) để được tư vấn và hỗ trợ cụ thể.",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_simple_017,svnn_rag_dataset,Lưu học sinh vi phạm kỷ luật tại Đại học Bách khoa Hà Nội có thể bị xử lý theo những hình thức nào?,Tùy mức độ vi phạm: (a) khiển trách; (b) cảnh cáo; (c) buộc thôi học và trả về nước; (d) đề nghị cơ quan chức năng xử lý theo pháp luật Việt Nam.,"Theo quy định tại Điều 8, Chương II của tài liệu, lưu học sinh vi phạm kỷ luật tại Đại học Bách khoa Hà Nội tùy theo mức độ vi phạm sẽ bị xử lý theo các hình thức sau:

*   Khiển trách;
*   Cảnh cáo;
*   Buộc thôi học và trả về nước;
*   Đề nghị các cơ quan chức năng xử lý theo quy định của pháp luật Việt Nam.",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_simple_018,svnn_rag_dataset,Lưu học sinh Hiệp định bị đề nghị buộc thôi học thì quy trình xử lý kỷ luật tại Đại học Bách khoa Hà Nội có gì khác biệt?,"Đối với LHS Hiệp định, Đại học Bách khoa Hà Nội phải báo cáo và xin ý kiến Bộ Giáo dục và Đào tạo trước khi ra quyết định xử lý (buộc thôi học hoặc đề nghị cơ quan chức năng xử lý).","Theo quy định tại Điều 8, Chương II của tài liệu tham khảo, quy trình xử lý kỷ luật đối với lưu học sinh (LHS) Hiệp định khi bị đề nghị hình thức **buộc thôi học** có sự khác biệt so với các đối tượng khác như sau:

*   **Đối với LHS Hiệp định:** Đại học Bách khoa Hà Nội có trách nhiệm báo cáo và xin ý kiến của Bộ Giáo dục và Đào tạo trước khi ra quyết định xử lý.
*   **Đối với LHS ngoài Hiệp định và LHS trao đổi:** Giám đốc Đại học Bách khoa Hà Nội có thẩm quyền trực tiếp quyết định hình thức xử lý này.",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_simple_019,svnn_rag_dataset,Phòng/Ban chức năng Công tác sinh viên tại Bách khoa Hà Nội có trách nhiệm gì trong việc phổ biến quy định cho lưu học sinh?,"Chủ trì tổ chức phổ biến các quy định, quy chế, nội quy của Đại học Bách khoa Hà Nội cho lưu học sinh.","Theo tài liệu quy định về trách nhiệm của các đơn vị, Phòng/Ban chức năng Công tác sinh viên có trách nhiệm chủ trì tổ chức phổ biến các quy định, quy chế, nội quy của ĐHBK Hà Nội cho lưu học sinh (LHS).",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_simple_020,svnn_rag_dataset,Phòng/Ban chức năng Công tác sinh viên có trách nhiệm gì đối với cơ sở dữ liệu lưu học sinh của Bộ Giáo dục?,Có trách nhiệm cập nhật vào hệ thống cơ sở dữ liệu điện tử quản lý lưu học sinh của Bộ Giáo dục và Đào tạo.,"Theo tài liệu quy định về trách nhiệm của Phòng/Ban chức năng Công tác sinh viên, đơn vị này có trách nhiệm cập nhật thông tin vào hệ thống cơ sở dữ liệu điện tử quản lý lưu học sinh (LHS) của Bộ Giáo dục và Đào tạo.",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_simple_021,svnn_rag_dataset,Đoàn Thanh niên và Hội Sinh viên Đại học Bách khoa Hà Nội có vai trò gì trong việc hỗ trợ lưu học sinh?,"Phối hợp tổ chức các hoạt động giao lưu văn hóa, văn nghệ, thể thao, CLB sinh viên quốc tế; và lựa chọn sinh viên Việt Nam tham gia giúp đỡ lưu học sinh trong quá trình học tập và sinh hoạt.","Theo quy định, Đoàn Thanh niên và Hội sinh viên Đại học Bách khoa Hà Nội có các vai trò sau trong việc hỗ trợ lưu học sinh (LHS):

*   Phối hợp với các Phòng/Ban chức năng (Công tác sinh viên, Hợp tác đối ngoại) để tổ chức các hoạt động giao lưu văn hóa, văn nghệ, thể thao và các câu lạc bộ sinh viên quốc tế.
*   Lựa chọn sinh viên Việt Nam tham gia giúp đỡ LHS trong quá trình học tập và sinh hoạt tại Đại học Bách khoa Hà Nội.

Bạn có thể xem chi tiết bản quy định đầy đủ [tại đây](https://drive.google.com/file/d/1kbAR6K4iKNMyOp0LKF9d7sOEI8FqF3im/view?usp=sharing).",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_multi_hop_022,svnn_rag_dataset,Lưu học sinh trao đổi đến Bách khoa Hà Nội cần nộp hồ sơ gồm những gì và đơn vị nào tiếp nhận và quản lý hồ sơ đó?,"Hồ sơ gồm: bản sao hộ chiếu có thị thực còn thời hạn, bản sao bảo hiểm y tế còn hiệu lực, và các văn bản liên quan (nếu có). Phòng/Ban chức năng Hợp tác đối ngoại lập và quản lý hồ sơ lưu học sinh trao đổi.","Theo quy định về quản lý và hỗ trợ sinh viên nước ngoài tại Đại học Bách khoa Hà Nội, hồ sơ và công tác quản lý đối với lưu học sinh (LHS) trao đổi được quy định như sau:

**1. Thành phần hồ sơ của LHS trao đổi:**
Hồ sơ bao gồm các giấy tờ sau (bằng tiếng Việt hoặc tiếng Anh):
*   Bản sao hộ chiếu có thị thực nhập cảnh Việt Nam còn thời hạn: 1 bản.
*   Bản sao bảo hiểm y tế có giá trị trong thời hạn LHS thực hiện trao đổi tại ĐHBK Hà Nội: 1 bản.
*   Các văn bản, quyết định khác liên quan trực tiếp đến LHS trao đổi (nếu có).

**2. Đơn vị tiếp nhận và quản lý:**
*   **Phòng/Ban chức năng Hợp tác đối ngoại:** Chịu trách nhiệm lập và quản lý hồ sơ của LHS trao đổi.
*   Đơn vị này cũng chủ trì, phối hợp với các đơn vị liên quan để giải quyết các vấn đề liên quan trong và sau quá trình trao đổi, cũng như hỗ trợ các thủ tục về thị thực nhập cảnh cho LHS.

Bạn có thể xem chi tiết các quy định này [tại đây](https://drive.google.com/file/d/1kbAR6K4iKNMyOp0LKF9d7sOEI8FqF3im/view?usp=sharing).",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_multi_hop_023,svnn_rag_dataset,Lưu học sinh Hiệp định tại Bách khoa muốn tạm ngừng học tập cần những điều kiện gì và ai có thẩm quyền quyết định?,Phải có ý kiến đồng ý của phía gửi đào tạo. Đại học Bách khoa Hà Nội chấp thuận và ban hành quyết định cho lưu học sinh tạm ngừng học tập.,"Theo quy định đối với Lưu học sinh (LHS) tại Đại học Bách khoa Hà Nội, để tạm ngừng học tập, LHS Hiệp định cần đáp ứng các điều kiện và quy trình sau:

*   **Điều kiện:** Phải có ý kiến đồng ý của phía gửi đào tạo và được Đại học Bách khoa Hà Nội chấp thuận.
*   **Thẩm quyền quyết định:** Đại học Bách khoa Hà Nội là đơn vị chấp thuận và ban hành quyết định cho LHS tạm ngừng học tập.",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_multi_hop_024,svnn_rag_dataset,So sánh trách nhiệm đăng ký cư trú của lưu học sinh Hiệp định và lưu học sinh trao đổi tại Đại học Bách khoa Hà Nội khác nhau như thế nào?,LHS Hiệp định (và ngoài Hiệp định) đăng ký thông tin cư trú với Phòng/Ban Công tác sinh viên. LHS trao đổi đăng ký với Phòng/Ban Hợp tác đối ngoại. Cả hai nhóm đều phải khai báo tạm trú tại nơi cư trú và thông báo khi có thay đổi.,"Về trách nhiệm đăng ký cư trú tại Đại học Bách khoa Hà Nội, lưu học sinh (LHS) Hiệp định và LHS trao đổi có sự khác biệt về đơn vị tiếp nhận đăng ký thông tin như sau:

*   **Điểm chung:** Cả LHS Hiệp định và LHS trao đổi đều phải thực hiện thủ tục khai báo tạm trú tại nơi cư trú theo quy định của pháp luật và có trách nhiệm đăng ký thông tin cư trú, kế hoạch học tập, trao đổi cũng như thông báo kịp thời mọi thay đổi liên quan đến cư trú với Đại học.
*   **Điểm khác biệt về đơn vị đăng ký:**
    *   **LHS Hiệp định:** Đăng ký thông tin với **Phòng/Ban chức năng Công tác sinh viên**.
    *   **LHS trao đổi:** Đăng ký thông tin với **Phòng/Ban chức năng Hợp tác đối ngoại**.

Nếu cần xác nhận chính thức hoặc hướng dẫn chi tiết về thủ tục, bạn vui lòng liên hệ trực tiếp với các đơn vị chức năng nêu trên.",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_multi_hop_025,svnn_rag_dataset,Lưu học sinh ngoài Hiệp định bị vi phạm kỷ luật mức buộc thôi học thì ai có thẩm quyền quyết định và có cần hỏi ý kiến Bộ GD&ĐT không?,"Giám đốc Đại học Bách khoa Hà Nội quyết định, và không cần báo cáo xin ý kiến Bộ GD&ĐT (khác với LHS Hiệp định phải hỏi Bộ trước).","Đối với lưu học sinh (LHS) ngoài Hiệp định, thẩm quyền quyết định hình thức kỷ luật buộc thôi học thuộc về Giám đốc ĐHBK Hà Nội. Trong trường hợp này, không cần phải báo cáo hay xin ý kiến Bộ Giáo dục và Đào tạo.",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_multi_hop_026,svnn_rag_dataset,Phòng/Ban chức năng Hợp tác đối ngoại tại Bách khoa Hà Nội có những trách nhiệm gì đối với lưu học sinh trao đổi về thị thực và văn hóa?,"Tổ chức và hỗ trợ các đơn vị tổ chức chương trình giao lưu, trao đổi văn hóa; hỗ trợ thủ tục cấp, gia hạn, sửa đổi thị thực nhập cảnh cho lưu học sinh; và lập/quản lý hồ sơ lưu học sinh trao đổi.","Theo các tài liệu quy định về quản lý, hỗ trợ sinh viên nước ngoài tại Đại học Bách khoa Hà Nội, trách nhiệm của Phòng/Ban chức năng Hợp tác đối ngoại đối với lưu học sinh (LHS) trao đổi về thị thực và văn hóa bao gồm:

*   **Về thị thực:** Thực hiện các thủ tục cấp, gia hạn, sửa đổi thị thực nhập cảnh phục vụ cho việc học tập của LHS.
*   **Về văn hóa:** Tổ chức và hỗ trợ các đơn vị liên quan tổ chức các chương trình giao lưu, trao đổi văn hóa cho LHS.",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_multi_hop_027,svnn_rag_dataset,Lưu học sinh đại học tại Bách khoa gặp vấn đề về học tập được hỗ trợ qua những kênh nào?,"Được tư vấn chương trình đào tạo, lập kế hoạch học tập, hỗ trợ bổ sung kiến thức (quyền lợi). Đơn vị đào tạo bố trí giảng viên cố vấn học tập và hướng dẫn thực tập. Phòng/Ban Đào tạo quản lý và hỗ trợ đề nghị đăng ký học tập, chuyển ngành. Phòng/Ban CTSV chủ trì phối hợp tổ chức lớp phụ đạo (nếu có yêu cầu).","Theo quy định về quản lý và hỗ trợ sinh viên nước ngoài (Lưu học sinh - LHS) tại Đại học Bách khoa Hà Nội, khi gặp vấn đề về học tập, LHS được hỗ trợ thông qua các kênh và hình thức sau:

*   **Tư vấn chuyên môn:** Được tư vấn về chương trình đào tạo, lập kế hoạch học tập và hỗ trợ bổ sung kiến thức trong quá trình học tập.
*   **Đầu mối liên hệ:** Tập thể LHS cùng một nước được cử đại diện làm đầu mối liên hệ với Đại học để giải quyết các vấn đề liên quan đến tập thể.
*   **Hỗ trợ hành chính và thủ tục:** Được tư vấn và hỗ trợ các thủ tục hành chính dành cho sinh viên nước ngoài.
*   **Tài liệu hướng dẫn:** Bạn có thể tham khảo chi tiết các quy định về quản lý và hỗ trợ sinh viên nước ngoài tại [bản tiếng Việt](https://drive.google.com/file/d/1kbAR6K4iKNMyOp0LKF9d7sOEI8FqF3im/view?usp=sharing) hoặc [bản tiếng Anh](https://docs.google.com/document/d/1PgU_N9d9y-SxsCWRGTcDScyt-9x_KzaJ/edit?usp=sharing&ouid=109611688586793764116&rtpof=true&sd=true).",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_multi_hop_028,svnn_rag_dataset,Lưu học sinh nước ngoài đang học tại Bách khoa gặp vấn đề phát sinh chưa được quy định trong văn bản cần liên hệ với ai để giải quyết?,Các đơn vị gửi vấn đề đến Phòng/Ban chức năng Công tác sinh viên để tổng hợp báo cáo Giám đốc Đại học giải quyết. Đồng thời Phòng/Ban CTSV cũng là đầu mối chính phối hợp giải quyết các vấn đề liên quan đến LHS Hiệp định và LHS ngoài Hiệp định.,"Khi gặp các vấn đề phát sinh hoặc vướng mắc trong quá trình thực hiện chưa được quy định tại văn bản, các đơn vị cần gửi báo cáo về Phòng/Ban chức năng Công tác sinh viên để tổng hợp và trình Giám đốc Đại học giải quyết.",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_multi_hop_029,svnn_rag_dataset,Lưu học sinh nước ngoài có thành tích xuất sắc tại Bách khoa Hà Nội được khen thưởng như thế nào và ai quyết định?,"LHS có thành tích xuất sắc trong học tập, nghiên cứu hoặc hoạt động hữu nghị được xem xét khen thưởng theo quy định hiện hành của Đại học. Phòng/Ban CTSV có trách nhiệm đề xuất khen thưởng và phối hợp tổ chức lễ khen thưởng.","Theo quy định về quản lý, hỗ trợ sinh viên nước ngoài tại Đại học Bách khoa Hà Nội, việc khen thưởng đối với lưu học sinh (LHS) được thực hiện như sau:

*   **Hình thức khen thưởng:** LHS có thành tích xuất sắc trong học tập, nghiên cứu và hoạt động hữu nghị sẽ được xem xét khen thưởng theo quy định hiện hành của Đại học Bách khoa Hà Nội.
*   **Thẩm quyền quyết định:** Tài liệu không nêu cụ thể cá nhân hay đơn vị nào có thẩm quyền quyết định khen thưởng, chỉ quy định việc khen thưởng được thực hiện theo quy định hiện hành của Đại học.

Để xem chi tiết các quy định liên quan, bạn có thể tham khảo bản tiếng Việt [tại đây](https://drive.google.com/file/d/1kbAR6K4iKNMyOp0LKF9d7sOEI8FqF3im/view?usp=sharing).",,,
5__Quy_dinh_QLSV_nuoc_ngoai_2023_simple_030,svnn_rag_dataset,Phòng/Ban chức năng Đào tạo tại Bách khoa Hà Nội có trách nhiệm gì trong việc hỗ trợ lưu học sinh sau đại học?,Hỗ trợ lưu học sinh sau đại học các vấn đề về thủ tục hành chính; chủ trì phối hợp với Phòng/Ban Công tác sinh viên và các đơn vị đào tạo tổ chức các lớp học phụ đạo ngoài giờ cho lưu học sinh (nếu có yêu cầu và điều kiện thực tế cho phép).,"Theo quy định về quản lý, hỗ trợ sinh viên nước ngoài (Lưu học sinh - LHS) tại Đại học Bách khoa Hà Nội, Phòng/Ban chức năng Đào tạo có các trách nhiệm sau đối với lưu học sinh sau đại học:

*   **Hỗ trợ thủ tục hành chính:** Hỗ trợ lưu học sinh sau đại học các vấn đề về thủ tục hành chính.
*   **Tổ chức lớp học:** Chủ trì, phối hợp với Phòng/Ban chức năng Công tác sinh viên và các đơn vị đào tạo tổ chức các lớp học phụ đạo ngoài giờ cho lưu học sinh (nếu có yêu cầu và trong điều kiện thực tế cho phép).
*   **Tiếp nhận và giải quyết đề nghị:** Phối hợp với các đơn vị đào tạo tiếp nhận và hỗ trợ giải quyết các đề nghị về đăng ký học tập, chuyển ngành học, đề tài nghiên cứu, đề cương thực tập, chuyển cơ sở đào tạo, nghỉ hè, nghỉ phép, nghỉ học dài hạn theo quy định.
*   **Báo cáo:** Là đầu mối tiếp nhận báo cáo từ các đơn vị đào tạo về tình hình học tập của lưu học sinh sau đại học để báo cáo Giám đốc Đại học Bách khoa Hà Nội theo định kỳ hoặc yêu cầu đột xuất.
*   **Quản lý chung:** Thực hiện quản lý và hỗ trợ lưu học sinh về học tập; tổng hợp báo cáo lãnh đạo Đại học và các cơ quan chức năng theo yêu cầu.",,,
QD_to_chuc_thi_truc_tuyen_simple_001,thitructuyen_rag_dataset,Quyết định 1791/QĐ-ĐHBK-ĐT về tổ chức thi trực tuyến tại Bách khoa Hà Nội được ban hành vào ngày tháng năm nào?,Ngày 06 tháng 8 năm 2021.,Tôi không tìm thấy thông tin này trong tài liệu hiện có.,,,
QD_to_chuc_thi_truc_tuyen_simple_002,thitructuyen_rag_dataset,Hệ thống thi trực tuyến tại Bách khoa Hà Nội bao gồm những phần mềm nào?,"Microsoft Teams (MS Teams), hệ thống Learning Management System (LMS) kết hợp với phần mềm Safe Exam Browser (SEB) và các phần mềm tổ chức thi khác do Hiệu trưởng quyết định.",Tôi không tìm thấy thông tin về các phần mềm thuộc hệ thống thi trực tuyến tại Đại học Bách khoa Hà Nội trong tài liệu hiện có.,,,
QD_to_chuc_thi_truc_tuyen_simple_003,thitructuyen_rag_dataset,Quy định tổ chức thi trực tuyến tại Bách khoa Hà Nội áp dụng cho những loại hình thi nào?,Áp dụng cho thi kết thúc học phần trong chương trình đào tạo; thi/kiểm tra ngoại ngữ để phân loại trình độ và phân lớp học; thi đánh giá năng lực ngoại ngữ theo số tín chỉ tích lũy và chuẩn ngoại ngữ đầu ra.,"Theo Quy định tổ chức thi theo phương thức trực tuyến (ban hành theo Quyết định số 1791/QĐ-ĐHBK-ĐT), các hình thức thi trực tuyến được áp dụng tại Trường bao gồm:

*   **Tự luận với đề thi dạng mở:** Đánh giá năng lực vận dụng kiến thức, tư duy và quan điểm của sinh viên. Sinh viên làm bài viết tay trên giấy, sau đó chụp ảnh hoặc chuyển đổi sang định dạng file (JPG, PNG hoặc PDF) để nộp qua hệ thống thi trực tuyến.
*   **Thi có nội dung vấn đáp:** Giảng viên giao câu hỏi trực tiếp tại buổi thi hoặc sinh viên nộp trước bài tập lớn/tiểu luận trên hệ thống. Việc đánh giá bao gồm phần hỏi đáp, trả lời trực tiếp giữa giảng viên và sinh viên thông qua hệ thống thi trực tuyến.
*   **Trắc nghiệm khách quan:** Sinh viên lựa chọn phương án đúng từ các phương án trả lời sẵn. Đề thi theo hình thức này có thể bao gồm một số lượng câu hỏi dạng tự luận.
*   **Phối hợp các hình thức trên.**",,,
QD_to_chuc_thi_truc_tuyen_simple_004,thitructuyen_rag_dataset,Có bao nhiêu hình thức thi trực tuyến được áp dụng tại Bách khoa Hà Nội và tên gọi của từng hình thức?,"Bốn hình thức: tự luận với đề thi dạng mở, trắc nghiệm khách quan, vấn đáp trực tuyến, hoặc phối hợp các hình thức trên.","Theo quy định về tổ chức thi theo phương thức trực tuyến của Đại học Bách khoa Hà Nội, có 3 hình thức thi trực tuyến chính (hoặc phối hợp các hình thức này), bao gồm:

*   **Thi tự luận với đề thi dạng mở:** Hình thức giao câu hỏi mở để đánh giá năng lực vận dụng kiến thức, tư duy và quan điểm của sinh viên. Sinh viên làm bài viết tay trên giấy, sau đó chụp ảnh và gửi file định dạng JPG, PNG hoặc PDF qua hệ thống.
*   **Thi có nội dung vấn đáp:** Hình thức giao câu hỏi trực tiếp tại buổi thi hoặc thông qua bài tập lớn/tiểu luận đã nộp trước. Việc đánh giá dựa trên quá trình hỏi đáp trực tiếp giữa giảng viên và sinh viên thông qua hệ thống.
*   **Thi trắc nghiệm khách quan:** Hình thức cho câu hỏi với các phương án trả lời sẵn để sinh viên lựa chọn. Đề thi này cũng có thể bao gồm một số lượng câu hỏi dạng tự luận.",,,
